"Port","Date","Time","Concentration","Temp","RH","Treatment","Hour_exposition","status","ppb"
"Port 1 S900-O3 LOW","20_03_2023",0.356655092592593,0.026,NA,NA,"purified air",8,"acepted",26
"Port 1 S900-O3 LOW","20_03_2023",0.358715277777778,0.036,NA,NA,"purified air",8,"acepted",36
"Port 1 S900-O3 LOW","20_03_2023",0.360810185185185,0.036,NA,NA,"purified air",8,"acepted",36
"Port 1 S900-O3 LOW","20_03_2023",0.362905092592593,0.037,NA,NA,"purified air",8,"acepted",37
"Port 1 S900-O3 LOW","20_03_2023",0.364965277777778,0.044,NA,NA,"purified air",8,"acepted",44
"Port 1 S900-O3 LOW","20_03_2023",0.367060185185185,0.034,NA,NA,"purified air",8,"acepted",34
"Port 1 S900-O3 LOW","20_03_2023",0.369155092592593,0.039,NA,NA,"purified air",8,"acepted",39
"Port 1 S900-O3 LOW","20_03_2023",0.37125,0.037,NA,NA,"purified air",8,"acepted",37
"Port 1 S900-O3 LOW","20_03_2023",0.373298611111111,0.04,NA,NA,"purified air",8,"acepted",40
"Port 1 S900-O3 LOW","20_03_2023",0.375393518518519,0.043,NA,NA,"purified air",9,"acepted",43
"Port 1 S900-O3 LOW","20_03_2023",0.377488425925926,0.036,NA,NA,"purified air",9,"acepted",36
"Port 1 S900-O3 LOW","20_03_2023",0.379548611111111,0.034,NA,NA,"purified air",9,"acepted",34
"Port 1 S900-O3 LOW","20_03_2023",0.381643518518519,0.041,NA,NA,"purified air",9,"acepted",41
"Port 1 S900-O3 LOW","20_03_2023",0.383738425925926,0.16,NA,NA,"contingency",9,"acepted",160
"Port 1 S900-O3 LOW","20_03_2023",0.385833333333333,0.114,NA,NA,"contingency",9,"acepted",114
"Port 1 S900-O3 LOW","20_03_2023",0.387881944444444,0.151,NA,NA,"contingency",9,"acepted",151
"Port 1 S900-O3 LOW","20_03_2023",0.389976851851852,0.15,NA,NA,"contingency",9,"acepted",150
"Port 1 S900-O3 LOW","20_03_2023",0.392071759259259,0.152,NA,NA,"contingency",9,"acepted",152
"Port 1 S900-O3 LOW","20_03_2023",0.394131944444444,0.157,NA,NA,"contingency",9,"acepted",157
"Port 1 S900-O3 LOW","20_03_2023",0.396226851851852,0.131,NA,NA,"contingency",9,"acepted",131
"Port 1 S900-O3 LOW","20_03_2023",0.398321759259259,0.187,NA,NA,"contingency",9,"acepted",187
"Port 1 S900-O3 LOW","20_03_2023",0.400416666666667,0.17,NA,NA,"contingency",9,"acepted",170
"Port 1 S900-O3 LOW","20_03_2023",0.402476851851852,0.154,NA,NA,"contingency",9,"acepted",154
"Port 1 S900-O3 LOW","20_03_2023",0.404560185185185,0.136,NA,NA,"contingency",9,"acepted",136
"Port 1 S900-O3 LOW","20_03_2023",0.406655092592593,0.126,NA,NA,"contingency",9,"acepted",126
"Port 1 S900-O3 LOW","20_03_2023",0.408715277777778,0.176,NA,NA,"contingency",9,"acepted",176
"Port 1 S900-O3 LOW","20_03_2023",0.410810185185185,0.142,NA,NA,"contingency",9,"acepted",142
"Port 1 S900-O3 LOW","20_03_2023",0.412905092592593,0.168,NA,NA,"contingency",9,"acepted",168
"Port 1 S900-O3 LOW","20_03_2023",0.415,0.175,NA,NA,"contingency",9,"acepted",175
"Port 1 S900-O3 LOW","20_03_2023",0.417060185185185,0.139,NA,NA,"contingency",10,"acepted",139
"Port 1 S900-O3 LOW","20_03_2023",0.419143518518518,0.151,NA,NA,"contingency",10,"acepted",151
"Port 1 S900-O3 LOW","20_03_2023",0.421238425925926,0.167,NA,NA,"contingency",10,"acepted",167
"Port 1 S900-O3 LOW","20_03_2023",0.423298611111111,0.071,NA,NA,"moderate",10,"acepted",71
"Port 1 S900-O3 LOW","20_03_2023",0.425393518518519,0.066,NA,NA,"moderate",10,"acepted",66
"Port 1 S900-O3 LOW","20_03_2023",0.427488425925926,0.07,NA,NA,"moderate",10,"acepted",70
"Port 1 S900-O3 LOW","20_03_2023",0.429571759259259,0.089,NA,NA,"moderate",10,"acepted",89
"Port 1 S900-O3 LOW","20_03_2023",0.431631944444444,0.064,NA,NA,"moderate",10,"acepted",64
"Port 1 S900-O3 LOW","20_03_2023",0.433726851851852,0.067,NA,NA,"moderate",10,"acepted",67
"Port 1 S900-O3 LOW","20_03_2023",0.435821759259259,0.066,NA,NA,"moderate",10,"acepted",66
"Port 1 S900-O3 LOW","20_03_2023",0.437916666666667,0.071,NA,NA,"moderate",10,"acepted",71
"Port 1 S900-O3 LOW","20_03_2023",0.439976851851852,0.071,NA,NA,"moderate",10,"acepted",71
"Port 1 S900-O3 LOW","20_03_2023",0.442060185185185,0.066,NA,NA,"moderate",10,"acepted",66
"Port 1 S900-O3 LOW","20_03_2023",0.444155092592593,0.071,NA,NA,"moderate",10,"acepted",71
"Port 1 S900-O3 LOW","20_03_2023",0.446215277777778,0.071,NA,NA,"moderate",10,"acepted",71
"Port 1 S900-O3 LOW","20_03_2023",0.448310185185185,0.084,NA,NA,"moderate",10,"acepted",84
"Port 1 S900-O3 LOW","20_03_2023",0.450405092592593,0.075,NA,NA,"moderate",10,"acepted",75
"Port 1 S900-O3 LOW","20_03_2023",0.456643518518519,0.082,NA,NA,"ambient air UNAM",10,"acepted",82
"Port 1 S900-O3 LOW","20_03_2023",0.458738425925926,0.076,NA,NA,"ambient air UNAM",11,"acepted",76
"Port 1 S900-O3 LOW","20_03_2023",0.460798611111111,0.081,NA,NA,"ambient air UNAM",11,"acepted",81
"Port 1 S900-O3 LOW","20_03_2023",0.462893518518519,0.083,NA,NA,"ambient air UNAM",11,"acepted",83
"Port 1 S900-O3 LOW","20_03_2023",0.464988425925926,0.078,NA,NA,"ambient air UNAM",11,"acepted",78
"Port 1 S900-O3 LOW","20_03_2023",0.467083333333333,0.084,NA,NA,"ambient air UNAM",11,"acepted",84
"Port 1 S900-O3 LOW","20_03_2023",0.469143518518519,0.089,NA,NA,"ambient air UNAM",11,"acepted",89
"Port 1 S900-O3 LOW","20_03_2023",0.471226851851852,0.087,NA,NA,"ambient air UNAM",11,"acepted",87
"Port 1 S900-O3 LOW","20_03_2023",0.473321759259259,0.084,NA,NA,"ambient air UNAM",11,"acepted",84
"Port 1 S900-O3 LOW","20_03_2023",0.475416666666667,0.101,NA,NA,"ambient air UNAM",11,"acepted",101
"Port 1 S900-O3 LOW","20_03_2023",0.477476851851852,0.088,NA,NA,"ambient air UNAM",11,"acepted",88
"Port 1 S900-O3 LOW","20_03_2023",0.479571759259259,0.087,NA,NA,"ambient air UNAM",11,"acepted",87
"Port 1 S900-O3 LOW","20_03_2023",0.481655092592593,0.09,NA,NA,"ambient air UNAM",11,"acepted",90
"Port 1 S900-O3 LOW","20_03_2023",0.483715277777778,0.096,NA,NA,"ambient air UNAM",11,"acepted",96
"Port 1 S900-O3 LOW","20_03_2023",0.485810185185185,0.093,NA,NA,"ambient air UNAM",11,"acepted",93
"Port 1 S900-O3 LOW","20_03_2023",0.487905092592593,0.086,NA,NA,"ambient air UNAM",11,"acepted",86
"Port 1 S900-O3 LOW","20_03_2023",0.49,0.09,NA,NA,"ambient air UNAM",11,"acepted",90
"Port 1 S900-O3 LOW","20_03_2023",0.492048611111111,0.092,NA,NA,"ambient air UNAM",11,"acepted",92
"Port 1 S900-O3 LOW","20_03_2023",0.494143518518519,0.083,NA,NA,"ambient air UNAM",11,"acepted",83
"Port 1 S900-O3 LOW","20_03_2023",0.496238425925926,0.077,NA,NA,"ambient air UNAM",11,"acepted",77
"Port 1 S900-O3 LOW","20_03_2023",0.498333333333333,0.08,NA,NA,"ambient air UNAM",11,"acepted",80
"Port 1 S900-O3 LOW","20_03_2023",0.500393518518519,0.08,NA,NA,"ambient air UNAM",12,"acepted",80
"Port 1 S900-O3 LOW","25_03_2023",0.337175925925926,0.018,NA,NA,"ambient air UNAM",8,"acepted",18
"Port 1 S900-O3 LOW","25_03_2023",0.339259259259259,0.009,NA,NA,"ambient air UNAM",8,"acepted",9
"Port 1 S900-O3 LOW","25_03_2023",0.341319444444444,0.02,NA,NA,"ambient air UNAM",8,"acepted",20
"Port 1 S900-O3 LOW","25_03_2023",0.343414351851852,0.014,NA,NA,"ambient air UNAM",8,"acepted",14
"Port 1 S900-O3 LOW","25_03_2023",0.345509259259259,0.016,NA,NA,"ambient air UNAM",8,"acepted",16
"Port 1 S900-O3 LOW","25_03_2023",0.347604166666667,0.014,NA,NA,"ambient air UNAM",8,"acepted",14
"Port 1 S900-O3 LOW","25_03_2023",0.349664351851852,0.022,NA,NA,"ambient air UNAM",8,"acepted",22
"Port 1 S900-O3 LOW","25_03_2023",0.351759259259259,0.016,NA,NA,"ambient air UNAM",8,"acepted",16
"Port 1 S900-O3 LOW","25_03_2023",0.353842592592593,0.032,NA,NA,"ambient air UNAM",8,"acepted",32
"Port 1 S900-O3 LOW","25_03_2023",0.355902777777778,0.027,NA,NA,"ambient air UNAM",8,"acepted",27
"Port 1 S900-O3 LOW","25_03_2023",0.357997685185185,0.026,NA,NA,"ambient air UNAM",8,"acepted",26
"Port 1 S900-O3 LOW","25_03_2023",0.360092592592593,0.043,NA,NA,"ambient air UNAM",8,"acepted",43
"Port 1 S900-O3 LOW","25_03_2023",0.3621875,0.045,NA,NA,"ambient air UNAM",8,"acepted",45
"Port 1 S900-O3 LOW","25_03_2023",0.364247685185185,0.04,NA,NA,"ambient air UNAM",8,"acepted",40
"Port 1 S900-O3 LOW","25_03_2023",0.366342592592593,0.047,NA,NA,"ambient air UNAM",8,"acepted",47
"Port 1 S900-O3 LOW","25_03_2023",0.368425925925926,0.034,NA,NA,"ambient air UNAM",8,"acepted",34
"Port 1 S900-O3 LOW","25_03_2023",0.370486111111111,0.033,NA,NA,"ambient air UNAM",8,"acepted",33
"Port 1 S900-O3 LOW","25_03_2023",0.372581018518518,0.037,NA,NA,"ambient air UNAM",8,"acepted",37
"Port 1 S900-O3 LOW","25_03_2023",0.374675925925926,0.047,NA,NA,"ambient air UNAM",8,"acepted",47
"Port 1 S900-O3 LOW","25_03_2023",0.376770833333333,0.042,NA,NA,"purified air",9,"acepted",42
"Port 1 S900-O3 LOW","25_03_2023",0.378831018518519,0.046,NA,NA,"purified air",9,"acepted",46
"Port 1 S900-O3 LOW","25_03_2023",0.380925925925926,0.046,NA,NA,"purified air",9,"acepted",46
"Port 1 S900-O3 LOW","25_03_2023",0.383009259259259,0.049,NA,NA,"purified air",9,"acepted",49
"Port 1 S900-O3 LOW","25_03_2023",0.385104166666667,0.046,NA,NA,"purified air",9,"acepted",46
"Port 1 S900-O3 LOW","25_03_2023",0.387164351851852,0.052,NA,NA,"purified air",9,"acepted",52
"Port 1 S900-O3 LOW","25_03_2023",0.389259259259259,0.056,NA,NA,"purified air",9,"acepted",56
"Port 1 S900-O3 LOW","25_03_2023",0.391354166666667,0.056,NA,NA,"purified air",9,"acepted",56
"Port 1 S900-O3 LOW","25_03_2023",0.393414351851852,0.044,NA,NA,"purified air",9,"acepted",44
"Port 1 S900-O3 LOW","25_03_2023",0.395497685185185,0.059,NA,NA,"purified air",9,"acepted",59
"Port 1 S900-O3 LOW","25_03_2023",0.397592592592593,0.058,NA,NA,"purified air",9,"acepted",58
"Port 1 S900-O3 LOW","25_03_2023",0.3996875,0.06,NA,NA,"purified air",9,"acepted",60
"Port 1 S900-O3 LOW","25_03_2023",0.401747685185185,0.065,NA,NA,"purified air",9,"acepted",65
"Port 1 S900-O3 LOW","25_03_2023",0.403842592592593,0.067,NA,NA,"purified air",9,"acepted",67
"Port 1 S900-O3 LOW","25_03_2023",0.4059375,0.075,NA,NA,"purified air",9,"acepted",75
"Port 1 S900-O3 LOW","25_03_2023",0.407997685185185,0.092,NA,NA,"purified air",9,"acepted",92
"Port 1 S900-O3 LOW","25_03_2023",0.410092592592593,0.073,NA,NA,"purified air",9,"acepted",73
"Port 1 S900-O3 LOW","25_03_2023",0.412175925925926,0.078,NA,NA,"purified air",9,"acepted",78
"Port 1 S900-O3 LOW","25_03_2023",0.414270833333333,0.084,NA,NA,"purified air",9,"acepted",84
"Port 1 S900-O3 LOW","25_03_2023",0.416331018518519,0.085,NA,NA,"purified air",9,"acepted",85
"Port 1 S900-O3 LOW","25_03_2023",0.418425925925926,0.081,NA,NA,"purified air",10,"acepted",81
"Port 1 S900-O3 LOW","25_03_2023",0.420520833333333,0.086,NA,NA,"purified air",10,"acepted",86
"Port 1 S900-O3 LOW","25_03_2023",0.422581018518519,0.085,NA,NA,"purified air",10,"acepted",85
"Port 1 S900-O3 LOW","25_03_2023",0.424664351851852,0.185,NA,NA,"contingency",10,"acepted",185
"Port 1 S900-O3 LOW","25_03_2023",0.426759259259259,0.157,NA,NA,"contingency",10,"acepted",157
"Port 1 S900-O3 LOW","25_03_2023",0.428854166666667,0.166,NA,NA,"contingency",10,"acepted",166
"Port 1 S900-O3 LOW","25_03_2023",0.430914351851852,0.129,NA,NA,"contingency",10,"acepted",129
"Port 1 S900-O3 LOW","25_03_2023",0.433009259259259,0.178,NA,NA,"contingency",10,"acepted",178
"Port 1 S900-O3 LOW","25_03_2023",0.435104166666667,0.075,NA,NA,"contingency",10,"acepted",75
"Port 1 S900-O3 LOW","25_03_2023",0.437164351851852,0.159,NA,NA,"contingency",10,"acepted",159
"Port 1 S900-O3 LOW","25_03_2023",0.439247685185185,0.169,NA,NA,"contingency",10,"acepted",169
"Port 1 S900-O3 LOW","25_03_2023",0.441342592592593,0.169,NA,NA,"contingency",10,"acepted",169
"Port 1 S900-O3 LOW","25_03_2023",0.4434375,0.163,NA,NA,"contingency",10,"acepted",163
"Port 1 S900-O3 LOW","25_03_2023",0.445497685185185,0.173,NA,NA,"contingency",10,"acepted",173
"Port 1 S900-O3 LOW","25_03_2023",0.447592592592593,0.158,NA,NA,"contingency",10,"acepted",158
"Port 1 S900-O3 LOW","25_03_2023",0.4496875,0.172,NA,NA,"contingency",10,"acepted",172
"Port 1 S900-O3 LOW","25_03_2023",0.451770833333333,0.178,NA,NA,"contingency",10,"acepted",178
"Port 1 S900-O3 LOW","25_03_2023",0.453831018518519,0.142,NA,NA,"contingency",10,"acepted",142
"Port 1 S900-O3 LOW","25_03_2023",0.455925925925926,0.174,NA,NA,"contingency",10,"acepted",174
"Port 1 S900-O3 LOW","25_03_2023",0.458020833333333,0.17,NA,NA,"contingency",10,"acepted",170
"Port 1 S900-O3 LOW","25_03_2023",0.460081018518519,0.154,NA,NA,"contingency",11,"acepted",154
"Port 1 S900-O3 LOW","25_03_2023",0.462175925925926,0.1,NA,NA,"moderate",11,"acepted",100
"Port 1 S900-O3 LOW","25_03_2023",0.464270833333333,0.112,NA,NA,"moderate",11,"acepted",112
"Port 1 S900-O3 LOW","25_03_2023",0.466354166666667,0.122,NA,NA,"moderate",11,"acepted",122
"Port 1 S900-O3 LOW","25_03_2023",0.468414351851852,0.063,NA,NA,"moderate",11,"acepted",63
"Port 1 S900-O3 LOW","25_03_2023",0.470509259259259,0.119,NA,NA,"moderate",11,"acepted",119
"Port 1 S900-O3 LOW","25_03_2023",0.472604166666667,0.122,NA,NA,"moderate",11,"acepted",122
"Port 1 S900-O3 LOW","25_03_2023",0.474664351851852,0.121,NA,NA,"moderate",11,"acepted",121
"Port 1 S900-O3 LOW","25_03_2023",0.476759259259259,0.066,NA,NA,"moderate",11,"acepted",66
"Port 1 S900-O3 LOW","25_03_2023",0.478842592592593,0.13,NA,NA,"moderate",11,"acepted",130
"Port 1 S900-O3 LOW","25_03_2023",0.4809375,0.129,NA,NA,"moderate",11,"acepted",129
"Port 1 S900-O3 LOW","25_03_2023",0.482997685185185,0.125,NA,NA,"moderate",11,"acepted",125
"Port 1 S900-O3 LOW","25_03_2023",0.485092592592593,0.128,NA,NA,"moderate",11,"acepted",128
"Port 1 S900-O3 LOW","25_03_2023",0.4871875,0.122,NA,NA,"moderate",11,"acepted",122
"Port 1 S900-O3 LOW","25_03_2023",0.489247685185185,0.131,NA,NA,"moderate",11,"acepted",131
"Port 1 S900-O3 LOW","25_03_2023",0.491331018518519,0.122,NA,NA,"moderate",11,"acepted",122
"Port 1 S900-O3 LOW","25_03_2023",0.493425925925926,0.125,NA,NA,"moderate",11,"acepted",125
"Port 1 S900-O3 LOW","25_03_2023",0.495520833333333,0.131,NA,NA,"moderate",11,"acepted",131
"Port 1 S900-O3 LOW","25_03_2023",0.497581018518518,0.124,NA,NA,"moderate",11,"acepted",124
"Port 1 S900-O3 LOW","25_03_2023",0.499675925925926,0.112,NA,NA,"moderate",11,"acepted",112
"Port 1 S900-O3 LOW","26_03_2023",0.292268518518519,0.01,NA,NA,"ambient air UNAM",7,"acepted",10
"Port 1 S900-O3 LOW","26_03_2023",0.294363425925926,0.012,NA,NA,"ambient air UNAM",7,"acepted",12
"Port 1 S900-O3 LOW","26_03_2023",0.296423611111111,0.011,NA,NA,"ambient air UNAM",7,"acepted",11
"Port 1 S900-O3 LOW","26_03_2023",0.298518518518519,0.003,NA,NA,"ambient air UNAM",7,"acepted",3
"Port 1 S900-O3 LOW","26_03_2023",0.300601851851852,0.006,NA,NA,"ambient air UNAM",7,"acepted",6
"Port 1 S900-O3 LOW","26_03_2023",0.302696759259259,0.026,NA,NA,"ambient air UNAM",7,"acepted",26
"Port 1 S900-O3 LOW","26_03_2023",0.304756944444444,0.01,NA,NA,"ambient air UNAM",7,"acepted",10
"Port 1 S900-O3 LOW","26_03_2023",0.306851851851852,0.005,NA,NA,"ambient air UNAM",7,"acepted",5
"Port 1 S900-O3 LOW","26_03_2023",0.308935185185185,0.028,NA,NA,"ambient air UNAM",7,"acepted",28
"Port 1 S900-O3 LOW","26_03_2023",0.31099537037037,0.04,NA,NA,"ambient air UNAM",7,"acepted",40
"Port 1 S900-O3 LOW","26_03_2023",0.313090277777778,0.022,NA,NA,"ambient air UNAM",7,"acepted",22
"Port 1 S900-O3 LOW","26_03_2023",0.315185185185185,0.015,NA,NA,"ambient air UNAM",7,"acepted",15
"Port 1 S900-O3 LOW","26_03_2023",0.317280092592593,0.013,NA,NA,"ambient air UNAM",7,"acepted",13
"Port 1 S900-O3 LOW","26_03_2023",0.319340277777778,0.032,NA,NA,"ambient air UNAM",7,"acepted",32
"Port 1 S900-O3 LOW","26_03_2023",0.321423611111111,0.053,NA,NA,"ambient air UNAM",7,"acepted",53
"Port 1 S900-O3 LOW","26_03_2023",0.323518518518519,0.017,NA,NA,"ambient air UNAM",7,"acepted",17
"Port 1 S900-O3 LOW","26_03_2023",0.325613425925926,0.021,NA,NA,"ambient air UNAM",7,"acepted",21
"Port 1 S900-O3 LOW","26_03_2023",0.327673611111111,0.023,NA,NA,"ambient air UNAM",7,"acepted",23
"Port 1 S900-O3 LOW","26_03_2023",0.329768518518519,0.031,NA,NA,"ambient air UNAM",7,"acepted",31
"Port 1 S900-O3 LOW","26_03_2023",0.331851851851852,0.037,NA,NA,"ambient air UNAM",7,"acepted",37
"Port 1 S900-O3 LOW","26_03_2023",0.333946759259259,0.036,NA,NA,"purified air",8,"acepted",36
"Port 1 S900-O3 LOW","26_03_2023",0.336006944444444,0.036,NA,NA,"purified air",8,"acepted",36
"Port 1 S900-O3 LOW","26_03_2023",0.338101851851852,0.039,NA,NA,"purified air",8,"acepted",39
"Port 1 S900-O3 LOW","26_03_2023",0.340196759259259,0.036,NA,NA,"purified air",8,"acepted",36
"Port 1 S900-O3 LOW","26_03_2023",0.34224537037037,0.037,NA,NA,"purified air",8,"acepted",37
"Port 1 S900-O3 LOW","26_03_2023",0.344340277777778,0.041,NA,NA,"purified air",8,"acepted",41
"Port 1 S900-O3 LOW","26_03_2023",0.346435185185185,0.043,NA,NA,"purified air",8,"acepted",43
"Port 1 S900-O3 LOW","26_03_2023",0.348530092592593,0.04,NA,NA,"purified air",8,"acepted",40
"Port 1 S900-O3 LOW","26_03_2023",0.350590277777778,0.05,NA,NA,"purified air",8,"acepted",50
"Port 1 S900-O3 LOW","26_03_2023",0.352685185185185,0.058,NA,NA,"purified air",8,"acepted",58
"Port 1 S900-O3 LOW","26_03_2023",0.354780092592593,0.057,NA,NA,"purified air",8,"acepted",57
"Port 1 S900-O3 LOW","26_03_2023",0.356828703703704,0.045,NA,NA,"purified air",8,"acepted",45
"Port 1 S900-O3 LOW","26_03_2023",0.358923611111111,0.054,NA,NA,"purified air",8,"acepted",54
"Port 1 S900-O3 LOW","26_03_2023",0.361018518518519,0.05,NA,NA,"purified air",8,"acepted",50
"Port 1 S900-O3 LOW","26_03_2023",0.363113425925926,0.053,NA,NA,"purified air",8,"acepted",53
"Port 1 S900-O3 LOW","26_03_2023",0.365173611111111,0.055,NA,NA,"purified air",8,"acepted",55
"Port 1 S900-O3 LOW","26_03_2023",0.367268518518518,0.062,NA,NA,"purified air",8,"acepted",62
"Port 1 S900-O3 LOW","26_03_2023",0.369363425925926,0.056,NA,NA,"purified air",8,"acepted",56
"Port 1 S900-O3 LOW","26_03_2023",0.371446759259259,0.058,NA,NA,"purified air",8,"acepted",58
"Port 1 S900-O3 LOW","26_03_2023",0.373506944444444,0.074,NA,NA,"purified air",8,"acepted",74
"Port 1 S900-O3 LOW","26_03_2023",0.375601851851852,0.061,NA,NA,"purified air",9,"acepted",61
"Port 1 S900-O3 LOW","26_03_2023",0.377696759259259,0.069,NA,NA,"purified air",9,"acepted",69
"Port 1 S900-O3 LOW","26_03_2023",0.379756944444444,0.134,NA,NA,"contingency",9,"acepted",134
"Port 1 S900-O3 LOW","26_03_2023",0.381851851851852,0.145,NA,NA,"contingency",9,"acepted",145
"Port 1 S900-O3 LOW","26_03_2023",0.383946759259259,0.168,NA,NA,"contingency",9,"acepted",168
"Port 1 S900-O3 LOW","26_03_2023",0.386030092592593,0.171,NA,NA,"contingency",9,"acepted",171
"Port 1 S900-O3 LOW","26_03_2023",0.388090277777778,0.142,NA,NA,"contingency",9,"acepted",142
"Port 1 S900-O3 LOW","26_03_2023",0.390185185185185,0.141,NA,NA,"contingency",9,"acepted",141
"Port 1 S900-O3 LOW","26_03_2023",0.392280092592593,0.122,NA,NA,"contingency",9,"acepted",122
"Port 1 S900-O3 LOW","26_03_2023",0.394340277777778,0.131,NA,NA,"contingency",9,"acepted",131
"Port 1 S900-O3 LOW","26_03_2023",0.396435185185185,0.124,NA,NA,"contingency",9,"acepted",124
"Port 1 S900-O3 LOW","26_03_2023",0.398530092592593,0.154,NA,NA,"contingency",9,"acepted",154
"Port 1 S900-O3 LOW","26_03_2023",0.400613425925926,0.172,NA,NA,"contingency",9,"acepted",172
"Port 1 S900-O3 LOW","26_03_2023",0.402673611111111,0.167,NA,NA,"contingency",9,"acepted",167
"Port 1 S900-O3 LOW","26_03_2023",0.404768518518519,0.157,NA,NA,"contingency",9,"acepted",157
"Port 1 S900-O3 LOW","26_03_2023",0.406863425925926,0.164,NA,NA,"contingency",9,"acepted",164
"Port 1 S900-O3 LOW","26_03_2023",0.408923611111111,0.155,NA,NA,"contingency",9,"acepted",155
"Port 1 S900-O3 LOW","26_03_2023",0.411018518518519,0.162,NA,NA,"contingency",9,"acepted",162
"Port 1 S900-O3 LOW","26_03_2023",0.413113425925926,0.162,NA,NA,"contingency",9,"acepted",162
"Port 1 S900-O3 LOW","26_03_2023",0.415173611111111,0.163,NA,NA,"contingency",9,"acepted",163
"Port 1 S900-O3 LOW","26_03_2023",0.417256944444444,0.16,NA,NA,"contingency",10,"acepted",160
"Port 1 S900-O3 LOW","26_03_2023",0.419351851851852,0.156,NA,NA,"contingency",10,"acepted",156
"Port 1 S900-O3 LOW","26_03_2023",0.421446759259259,0.165,NA,NA,"contingency",10,"acepted",165
"Port 1 S900-O3 LOW","26_03_2023",0.423506944444444,0.126,NA,NA,"moderate",10,"acepted",126
"Port 1 S900-O3 LOW","26_03_2023",0.424618055555556,0.088,NA,NA,"moderate",10,"acepted",88
"Port 1 S900-O3 LOW","26_03_2023",0.426712962962963,0.097,NA,NA,"moderate",10,"acepted",97
"Port 1 S900-O3 LOW","26_03_2023",0.42880787037037,0.102,NA,NA,"moderate",10,"acepted",102
"Port 1 S900-O3 LOW","26_03_2023",0.430868055555556,0.101,NA,NA,"moderate",10,"acepted",101
"Port 1 S900-O3 LOW","26_03_2023",0.432962962962963,0.099,NA,NA,"moderate",10,"acepted",99
"Port 1 S900-O3 LOW","26_03_2023",0.43505787037037,0.108,NA,NA,"moderate",10,"acepted",108
"Port 1 S900-O3 LOW","26_03_2023",0.437152777777778,0.096,NA,NA,"moderate",10,"acepted",96
"Port 1 S900-O3 LOW","26_03_2023",0.439201388888889,0.105,NA,NA,"moderate",10,"acepted",105
"Port 1 S900-O3 LOW","26_03_2023",0.441296296296296,0.109,NA,NA,"moderate",10,"acepted",109
"Port 1 S900-O3 LOW","26_03_2023",0.443391203703704,0.105,NA,NA,"moderate",10,"acepted",105
"Port 1 S900-O3 LOW","26_03_2023",0.445451388888889,0.115,NA,NA,"moderate",10,"acepted",115
"Port 1 S900-O3 LOW","26_03_2023",0.447546296296296,0.111,NA,NA,"moderate",10,"acepted",111
"Port 1 S900-O3 LOW","26_03_2023",0.449641203703704,0.11,NA,NA,"moderate",10,"acepted",110
"Port 1 S900-O3 LOW","26_03_2023",0.451736111111111,0.089,NA,NA,"moderate",10,"acepted",89
"Port 1 S900-O3 LOW","26_03_2023",0.453784722222222,0.116,NA,NA,"moderate",10,"acepted",116
"Port 1 S900-O3 LOW","26_03_2023",0.45587962962963,0.119,NA,NA,"moderate",10,"acepted",119
"Port 1 S900-O3 LOW","26_03_2023",0.457974537037037,0.12,NA,NA,"moderate",10,"acepted",120
"Port 1 S900-O3 LOW","26_03_2023",0.460034722222222,0.115,NA,NA,"moderate",11,"acepted",115
"Port 1 S900-O3 LOW","26_03_2023",0.46212962962963,0.089,NA,NA,"ambient air UNAM",11,"acepted",89
"Port 1 S900-O3 LOW","26_03_2023",0.464224537037037,0.057,NA,NA,"ambient air UNAM",11,"acepted",57
"Port 1 S900-O3 LOW","26_03_2023",0.466319444444444,0.091,NA,NA,"ambient air UNAM",11,"acepted",91
"Port 1 S900-O3 LOW","26_03_2023",0.46837962962963,0.12,NA,NA,"ambient air UNAM",11,"acepted",120
"Port 1 S900-O3 LOW","26_03_2023",0.470474537037037,0.123,NA,NA,"ambient air UNAM",11,"acepted",123
"Port 1 S900-O3 LOW","26_03_2023",0.47255787037037,0.117,NA,NA,"ambient air UNAM",11,"acepted",117
"Port 1 S900-O3 LOW","26_03_2023",0.474618055555556,0.126,NA,NA,"ambient air UNAM",11,"acepted",126
"Port 1 S900-O3 LOW","26_03_2023",0.476712962962963,0.131,NA,NA,"ambient air UNAM",11,"acepted",131
"Port 1 S900-O3 LOW","26_03_2023",0.47880787037037,0.132,NA,NA,"ambient air UNAM",11,"acepted",132
"Port 1 S900-O3 LOW","26_03_2023",0.480902777777778,0.134,NA,NA,"ambient air UNAM",11,"acepted",134
"Port 1 S900-O3 LOW","26_03_2023",0.482962962962963,0.127,NA,NA,"ambient air UNAM",11,"acepted",127
"Port 1 S900-O3 LOW","26_03_2023",0.48505787037037,0.132,NA,NA,"ambient air UNAM",11,"acepted",132
"Port 1 S900-O3 LOW","26_03_2023",0.487141203703704,0.135,NA,NA,"ambient air UNAM",11,"acepted",135
"Port 1 S900-O3 LOW","26_03_2023",0.489201388888889,0.135,NA,NA,"ambient air UNAM",11,"acepted",135
"Port 1 S900-O3 LOW","26_03_2023",0.491296296296296,0.136,NA,NA,"ambient air UNAM",11,"acepted",136
"Port 1 S900-O3 LOW","26_03_2023",0.493391203703704,0.127,NA,NA,"ambient air UNAM",11,"acepted",127
"Port 1 S900-O3 LOW","26_03_2023",0.495486111111111,0.14,NA,NA,"ambient air UNAM",11,"acepted",140
"Port 1 S900-O3 LOW","26_03_2023",0.497546296296296,0.096,NA,NA,"ambient air UNAM",11,"acepted",96
